NPI,NDC,Units,UnitCost
5,1783,1871,177.08
6,2250,1863,458
3,2521,1822,52.93
6,524,1752,198.94
8,1477,538,116.33
2,4232,1847,266.68
5,4321,1870,95.23
2,4793,1847,208.38
9,1939,193,380.39
1,4898,1140,249.44
6,629,1612,197.59
1,2861,1141,59.36
10,779,63,36.58
6,1869,1397,216
7,2864,2307,425.71
3,917,1821,175.55
8,1022,790,366.47
7,2850,1853,11.05
4,3893,1859,89.22
5,1650,1870,115.56
1,4747,1141,366.26
4,4420,1859,98.86
6,1713,2615,193.83
8,3445,686,76.64
4,173,1858,244.49
9,2447,2435,481.56
9,1388,2682,159.68
5,334,1870,118.4
2,2271,1847,234.4
4,1549,1858,416.9
2,4472,1846,404.21
4,1462,1857,93.09
9,394,2189,200.71
3,3500,1821,428.88
8,2287,724,80.44
10,782,2583,233.75
10,2077,2826,165.87
4,3,1857,78.54
10,4570,1393,421.7
1,3813,1142,121.85
8,1902,919,165.31
7,2667,1904,134.11
6,3710,273,135.18
10,3124,1952,87.15
9,1777,1465,64.52
10,1859,1512,363.08
5,645,1869,406.91
6,2885,2929,488.11
7,3587,2581,300.71
9,4336,1431,48.55
10,1994,384,28.46
5,1212,1869,170.01
7,977,518,390.05
4,1459,1857,466.25
8,3336,624,151.22
1,2813,1143,58.98
6,583,2913,331.55
9,66,995,169.99
4,360,1857,70.55
5,1448,1869,500.73
5,621,1868,164.7
10,3200,1113,389.63
10,544,1388,269.39
8,280,156,433.53
1,4076,1144,240.29
4,3392,1857,320.07
4,2089,1856,195.99
8,1273,1108,83.53
2,2596,1844,498.28
8,801,2141,10.19
4,1696,1856,359.36
2,1762,1844,440.15
7,1127,120,423.43
9,675,880,369.19
9,2847,23,464.61
1,2996,1144,142.67
9,340,2037,102.16
6,4148,1103,110.89
10,598,138,393.4
1,3549,1144,74.87
9,4381,2688,379.45
5,3134,1868,123.19
3,4711,1820,322.57
1,2870,1144,109.69
2,3711,1844,292.44
10,1162,2086,185.76
1,3623,1146,271.39
5,1704,1867,401.5
1,2439,1146,41
9,693,1209,163.25
2,2684,1843,227.39
1,867,1147,419.62
1,324,1149,371.7
1,1146,1149,105.77
7,2060,382,67.89
10,1377,686,123.46
6,4575,2106,288.17
9,1637,735,256.71
1,4524,1149,26.77
6,2764,1734,396.31
1,4317,1151,439.75
10,1706,2973,318.99
9,2301,1057,206.75
9,327,731,34.43
3,233,1820,333.57
1,26,1151,417.56
3,3159,1819,241.82
10,1456,374,251.7
9,4481,197,398.2
9,2964,148,417.4
7,185,1069,100.74
2,1264,1841,270.92
7,1636,1358,179.92
1,1806,1152,251.73
2,4512,1839,47.64
6,2128,670,38.9
5,1415,1866,255.45
8,2335,1396,14.98
9,2533,2724,467.64
10,123,2976,156.55
10,1583,924,448.58
7,2983,176,410.13
9,4508,547,23.16
6,1606,1654,411.18
6,2606,6,216.3
7,4070,842,303.65
4,1739,1855,87.72
7,2805,708,399.07
4,3403,1854,208.75
8,4442,1151,239.83
7,661,1752,202.03
2,3372,1838,361.2
8,914,140,13.49
5,2490,1865,223.92
3,1905,1819,116.65
10,2700,2114,480.42
9,59,2967,36.35
9,4251,989,404.45
2,3629,1837,480.46
6,735,2684,403.12
2,1134,1836,110.74
10,2671,2176,99.63
5,1597,1865,123.42
6,4399,1096,259.99
10,2130,2953,36.23
5,588,1863,127.83
2,1802,1836,152.87
5,2648,1863,308.12
5,28,1862,11.36
1,955,1152,252.62
7,3001,421,208.84
10,2802,2076,53.12
7,3006,983,310.9
4,3329,1854,116.17
3,2320,1819,278.37
10,4415,2526,127.26
7,2936,2119,74.05
2,1852,1831,282.49
5,4220,1862,223.82
6,2479,1614,119.16
1,2363,1153,371.38
2,385,1830,351.79
4,2897,1854,124.01
3,373,1818,123.3
3,2771,1815,122.78
8,3825,2859,375.19
6,434,1533,158.4
3,3333,1815,406.55
5,3221,1860,67.15
5,4370,1860,10.49
3,4529,1815,176.21
3,1840,1815,87.39
1,1796,1154,35.88
9,2125,200,93.73
6,4973,2968,138.86
7,2527,1251,140.38
10,3159,2575,300.06
8,703,597,18.59
7,2844,2205,215.59
3,1805,1814,500.09
10,3443,586,165.04
6,4882,2491,35.57
8,4461,1500,94.76
5,4272,1859,270.45
6,375,856,205.24
10,3854,676,248.06
3,2246,1812,228.49
9,661,1385,332.33
7,638,698,38.93
4,2642,1853,116.67
9,3320,1915,84.38
10,2050,1026,197.2
7,2965,1480,218.93
1,2309,1154,190.02
3,4823,1812,453.03
2,1414,1830,101.29
8,1692,2630,24.08
9,4867,1468,125.64
10,3339,2381,395.14
7,1833,815,328.43
7,2080,1163,35.85
10,1838,2815,446.73
6,4071,491,415.94
9,903,538,339.91
2,2643,1830,398.93
9,3056,2597,243.67
2,3002,1829,367.72
10,2248,971,101.49
10,676,1699,431.37
6,1212,803,354.82
2,1989,1828,11.42
6,1945,2336,481.12
9,2793,2196,7.87
7,3176,395,353.78
8,4367,959,59.08
2,4489,1828,260.66
6,1623,2013,129.29
6,1439,1794,36.94
8,4580,2875,453.01
4,461,1853,465.47
2,4366,1827,309.29
4,1953,1852,319.07
10,87,2446,150.57
10,2026,2850,101.06
4,4225,1852,441.11
5,3928,1859,351.6
7,4001,1033,174.56
10,4899,1875,95.38
6,4331,1884,431.87
5,3007,1858,418.7
4,3803,1852,473.22
6,2005,656,463.98
1,3457,1155,128.49
2,4114,1825,472.29
10,1325,2143,329.08
3,2337,1811,176.91
7,21,858,86.96
6,3666,1051,384.22
8,4424,2634,393.45
1,1674,1157,262.16
2,1257,1825,308.61
8,1482,1060,194.45
8,3569,2901,150.91
1,4878,1157,376.31
6,3092,942,460.33
7,1744,233,389.74
10,4447,2591,115.28
6,4463,2094,175.33
8,2809,252,182.89
2,3309,1824,479.13
7,4979,2125,208.13
5,2982,1858,395.7
2,319,1824,271.14
10,827,1040,286.96
2,884,1824,159.67
7,1396,2382,315.37
10,1457,2722,249.96
1,4473,1158,184.79
10,1901,2472,78.03
4,231,1851,222.49
10,390,790,159.09
8,1978,1596,145.34
3,1462,1810,496.41
6,2140,1366,180.8
1,1001,1158,140.34
2,1569,1821,419.45
1,2895,1159,414.29
9,1765,1691,309.86
3,3760,1810,114.71
10,2670,1720,484.62
6,814,949,317.79
1,3686,1159,419.96
6,34,804,42.56
6,3040,2250,223.74
5,850,1858,58.68
2,2350,1821,425.34
4,3980,1851,421.72
4,2610,1851,314.99
10,4883,2133,489.11
2,3760,1820,270.04
4,1433,1850,203.33
7,4763,260,484.18
6,3999,1778,409.63
4,4278,1850,476.26
6,1473,130,185.46
8,2986,660,199.68
8,3850,2802,22.83
10,2289,355,212.02
9,2983,1044,323.76
5,2338,1858,297.72
5,2917,1856,358.4
3,3202,1810,433.63
4,2018,1850,305.37
3,878,1809,501.11
1,1620,1160,95.3
6,4881,2653,322.7
5,4538,1855,481.92
10,4701,1927,316.83
4,292,1847,281.85
9,37,289,184.09
9,4805,127,41.26
8,1138,1404,255.89
4,2253,1847,52.49
10,2569,2228,277.41
8,3054,2156,458.48
1,968,1160,460.61
4,1677,1847,88.16
7,410,262,409.98
2,1646,1817,334.91
1,1696,1160,386.65
1,2085,1161,32.31
1,2747,1161,294.49
2,510,1817,158.02
8,3698,398,466.83
3,3852,1807,175.75
4,1167,1846,260.81
7,1220,477,168.82
2,2233,1817,198.84
4,4215,1846,248.87
10,3789,2859,59.69
5,2236,1855,42.67
8,1244,2605,126.62
3,3802,1807,346.4
3,3657,1805,305.63
6,1649,2002,312.88
9,2549,219,162.36
9,2209,1563,268.16
3,1770,1803,35.87
5,3988,1854,73.05
2,761,1816,200.67
10,154,293,492.36
4,1328,1845,368.75
10,3637,684,230.1
1,3558,1164,131.74
3,1599,1803,244.56
1,373,1164,402.64
4,3649,1845,451.59
1,2780,1164,227.82
8,3307,2690,346.33
9,1173,482,173.7
8,4854,808,192.41
6,2821,1027,53
9,2594,255,349.44
9,2087,101,427.37
9,3760,2117,60.08
2,4430,1816,70.48
9,1207,486,457.1
4,1020,1845,97.87
1,3415,1165,20.64
8,2966,1150,45.99
6,147,897,38.78
3,1132,1802,481.08
10,1024,2326,290.3
7,813,2680,275.82
7,826,2790,339.32
1,3595,1166,280.86
3,1478,1802,482.56
8,939,2012,12.74
6,4121,1478,355.95
3,1922,1802,198.44
9,4601,2255,158.92
7,59,455,93
10,255,2902,139.35
4,3460,1844,501.3
2,2860,1816,244.69
2,4014,1815,465.8
7,3485,1432,57.43
5,2180,1854,499.18
7,1712,16,339
1,4635,1167,414.22
4,4084,1844,328.6
8,697,429,253.18
9,3667,211,29.38
10,1170,580,136.35
8,2242,954,345.79
3,4279,1801,35.84
4,1047,1844,415.68
7,378,2787,392.93
7,2309,1568,280.4
7,866,121,79.85
6,141,2081,131.69
1,4800,1167,270.81
1,3193,1168,165.82
10,3347,1780,147.07
9,3221,2809,441.76
3,3330,1799,353.62
8,3528,2667,279.98
5,2055,1854,275.42
7,1595,2585,278.91
3,126,1797,317
2,4881,1815,438.55
7,2079,1048,56.16
10,1841,1681,189.73
3,3231,1796,255.05
1,2596,1169,396.78
1,1964,1169,474.48
5,3753,1852,149.96
5,1498,1852,84.76
3,1629,1796,402.57
8,3431,2187,273.17
10,819,872,163.18
6,2214,2232,169.39
1,285,1170,178.46
2,1685,1815,474.57
9,1548,2454,361.18
1,3186,1170,325.42
1,4953,1171,53.26
2,3867,1814,103.8
3,4372,1795,485.01
10,4208,776,254.93
8,4670,1958,434.36
10,903,1746,94.8
8,787,1257,239.48
1,3032,1171,281.1
6,2421,2797,405.14
6,3527,1110,386.94
9,4974,388,112.95
5,541,1852,371.6
6,4375,1,64.82
10,564,864,125.57
9,2568,281,195.17
5,146,1850,230.11
1,2483,1171,340.47
10,4333,538,52
9,3598,13,283.14
7,1879,695,351.12
6,1730,382,20.87
1,4695,1172,295.28
6,355,624,95
6,1792,1306,70.55
10,2761,659,217.26
8,358,694,88.82
9,1549,2733,115.02
9,709,2427,480
6,633,1287,239.19
4,1971,1843,90.96
1,3363,1172,183.94
2,716,1812,192.38
4,465,1842,28.48
3,942,1795,78.9
1,3428,1172,190.57
5,3051,1850,305.97
7,2903,1869,5.07
6,1775,1519,113.23
4,4744,1841,118.95
6,4454,486,394.45
10,530,2948,212.73
8,2942,1897,100.23
6,4113,1573,278.25
5,1078,1850,499.19
4,1283,1840,173.24
9,2884,477,424
5,3532,1850,38.86
5,1960,1850,152.5
1,2835,1172,175.11
5,4486,1849,25.32
10,2959,820,119.05
4,563,1840,240.69
3,2070,1794,437
7,4171,107,54.3
3,3638,1794,32.96
5,293,1849,65.89
9,2021,2920,6.52
9,1926,84,232.44
7,167,133,369.88
1,648,1174,150.08
4,476,1839,428.19
9,3519,2677,24.92
10,2988,1958,88.32
10,3993,979,251.09
9,2062,944,499.64
2,2302,1812,368.58
2,87,1812,150.05
5,2160,1849,182.3
10,3279,841,235.43
9,2177,304,487.99
2,565,1812,248.83
4,534,1839,171.95
7,1238,132,40.4
7,1317,80,165.28
1,1958,1174,142
10,3766,102,369.78
5,3836,1849,369.44
10,4719,2960,307.56
9,2494,1509,503.28
2,4321,1811,56.24
8,544,1446,280.73
4,4522,1839,422.61
7,758,2988,447.35
10,4036,1202,196.75
8,1142,700,50.67
6,4476,2051,85.55
7,3320,2431,128.25
9,4653,13,270.47
10,2409,2297,424.2
7,4882,1050,177.75
8,2245,2196,277.32
8,230,1907,186.24
1,4738,1174,393.82
1,4467,1175,419.84
3,4400,1793,15.81
3,919,1792,10.98
1,243,1175,282.32
4,3119,1838,200.72
1,2008,1175,105.59
6,2406,2713,255.66
3,197,1792,423.68
3,4408,1791,337.84
7,3341,2659,91.52
2,213,1809,464.68
5,2256,1848,408.75
4,4935,1837,306.64
2,4744,1808,322.59
3,627,1790,83.94
3,2809,1790,222.53
9,2075,2901,289.9
1,3923,1175,371.18
7,2442,470,485.63
3,2631,1790,213.82
7,2530,1733,144.48
1,3775,1177,192.51
2,396,1807,375.69
4,706,1837,273.09
1,3041,1179,10.56
2,226,1807,483.54
6,3290,2498,118.22
8,1885,1006,110.65
4,602,1837,446.96
4,2708,1837,38.89
8,2291,1011,23.3
5,2554,1848,375.67
9,3750,1905,248.56
10,2333,1578,31.59
4,2888,1836,167.78
2,3368,1806,235.31
2,2655,1805,227.09
10,1925,2300,497.14
5,2018,1848,122.79
7,3210,371,391.62
4,1120,1836,178.03
9,3076,2215,210.73
9,2191,2753,103.78
5,4350,1847,150.98
2,3085,1805,330.83
2,4732,1804,307.6
6,4329,1247,320.41
10,524,2937,247.34
7,4399,187,37.18
8,4858,698,475.91
3,286,1788,296.68
9,1035,1776,234.03
7,803,980,335.86
9,4136,939,15.31
5,3333,1846,128.86
5,879,1846,374.39
10,1472,1323,343.09
5,3949,1846,63.13
2,1557,1803,283.93
9,4580,2634,250.37
8,2653,2749,486.07
4,3512,1836,242.81
10,3480,2004,337.91
9,388,2447,432.25
5,3454,1845,176.35
4,3277,1835,232.54
6,4240,412,485.99
7,3490,2056,284.06
5,3562,1844,279.81
6,4758,874,176.43
10,4074,896,169.89
5,4635,1844,235.11
2,1474,1801,349.12
5,4091,1842,487.17
7,4344,2900,348.14
1,1757,1179,102
10,3155,730,120.57
1,1028,1182,365.65
8,1891,2976,193.28
5,1932,1842,412.55
6,4170,560,277.04
5,2535,1842,312.69
2,2605,1800,238.65
6,2746,2132,52.28
2,1339,1800,41.29
9,4184,838,298.19
6,1095,1098,188.39
7,617,270,95.51
3,346,1787,54.2
10,3503,890,395.05
5,279,1841,484.42
8,656,704,323.69
1,4393,1183,126.63
4,434,1834,239.75
2,1545,1800,44.73
7,4910,826,432.95
5,2143,1841,441.04
1,3875,1184,392.22
7,245,2989,497.53
2,4839,1799,254.75
9,4341,2474,307.14
6,2242,2194,181.86
10,139,1674,27.37
8,4104,2438,72.94
10,1191,2798,452.46
9,224,1494,222.34
2,2108,1798,50.11
8,3930,532,185.66
5,890,1841,131.81
3,3885,1787,101.94
6,2477,2979,62.12
3,230,1786,261.81
6,2911,1227,466.98
3,3295,1786,177.28
5,3343,1840,214.23
10,817,1470,361.4
2,2716,1798,55.91
8,2326,860,485.09
8,4330,118,328.59
5,4851,1839,16.07
3,2323,1786,146.89
3,4045,1785,142.7
6,1672,496,486.14
4,351,1833,463.87
9,154,2615,205.54
3,3814,1785,319.63
5,1880,1839,449.02
7,3043,2966,233.93
7,554,856,197.87
3,512,1784,412.31
10,3135,1093,139.58
6,818,2790,457.11
6,3852,118,65.67
7,2643,2476,130.62
9,1875,13,395.54
10,763,1350,381.15
5,1879,1838,278.78
1,312,1184,46.63
8,2197,748,12.77
6,1193,1280,445.01
1,2891,1185,147.83
9,830,2804,258.54
3,3083,1784,67.56
6,2574,992,36.17
10,1088,468,86.69
3,3697,1784,315.12
6,4796,1934,422.71
3,1207,1784,128.64
1,2313,1185,326.9
4,4701,1833,95.16
2,2326,1798,317.7
6,936,2820,39.88
6,1773,921,70.97
9,4645,1978,372.64
2,3178,1798,233.68
1,411,1187,368.22
9,1240,284,14.13
9,1337,1750,132.14
10,1942,1031,372.42
8,3060,2216,308.8
6,4815,2103,173.82
4,130,1832,438.21
10,83,1073,336.39
2,23,1796,466.88
4,4582,1831,104.59
3,1957,1783,340.15
8,395,1868,464.83
6,4827,791,111.08
3,275,1783,176.44
7,1900,2048,97.01
6,4523,1761,333.1
9,4080,673,68.41
9,4839,2292,485.69
4,3727,1830,31.56
4,3816,1830,494.13
4,4994,1829,65.29
9,3727,1769,364.92
7,2810,2167,342.62
1,4528,1188,399.71
5,3583,1837,460.55
8,3024,2545,495.75
8,2892,1872,415.57
5,4594,1836,32.84
4,488,1828,109.52
7,4987,957,380.66
7,4687,2039,464.49
9,3902,1807,212.67
4,4879,1828,382.61
10,2778,1416,121.48
5,1652,1835,454.09
4,3157,1827,267.93
1,2177,1189,430.21
6,2983,681,393.29
10,1081,1325,49.55
5,1416,1834,344.39
2,3080,1796,475.56
9,4060,808,325.71
7,2456,2135,320.9
1,4929,1190,467.47
2,1393,1795,311.64
6,888,2463,144.44
8,4884,58,231.27
2,1095,1794,154.8
9,3696,2550,210.83
5,3821,1832,348.71
2,1217,1794,399.85
2,2195,1793,274.95
8,4275,2320,169.08
9,2256,2869,24.56
1,2305,1190,444.76
10,9,1285,404.68
10,2946,2034,16.44
5,342,1832,411.69
7,1551,2760,451.84
6,907,893,435.84
8,1330,1627,36.89
10,1929,1994,284.14
6,4573,381,359.75
8,652,1965,28.8
7,1372,1356,36.54
3,3679,1782,381.61
1,591,1190,333.25
3,613,1782,484.69
3,3533,1781,128.6
8,4476,754,80.94
9,1721,2963,242.79
4,1069,1826,485.32
4,3244,1826,31.17
6,760,2071,16.49
3,125,1781,81.32
2,4246,1793,221.96
7,2226,48,383.63
3,3257,1781,394.13
1,4967,1191,343.44
1,546,1191,197.67
5,3743,1832,98.09
3,3492,1780,161.63
1,4565,1192,81.16
9,704,979,287.16
10,3401,1567,107.53
8,1842,2907,490.81
5,4766,1832,210.61
7,76,1073,113.58
9,2401,1345,384.63
4,541,1823,105.38
4,2626,1823,80.92
5,1674,1831,154.77
2,2080,1793,289.4
1,625,1192,12.39
3,975,1780,237.51
8,851,2060,237.23
2,3599,1793,358.61
8,772,2561,233.76
4,815,1823,297.48
4,219,1821,162.38
7,1777,203,118.34
9,4163,1117,79.76
3,4915,1779,188.99
8,1443,974,86.66
5,4235,1831,406.28
9,1996,1494,27.92
8,667,1978,279.8
7,2894,2083,158.91
7,3699,1601,89.68
4,1064,1819,398.64
6,582,1679,111.02
10,3427,2528,61.91
9,4964,1242,169.15
7,3003,1238,283.68
1,877,1192,492.14
6,3507,1530,103.65
10,3099,1478,209.18
9,3231,873,395.17
6,4373,900,424.45
8,213,669,265.97
3,4163,1779,224.01
6,3663,421,127.7
8,1670,437,145.91
5,3086,1830,373.57
2,3404,1792,182.16
1,3607,1193,452.93
7,2086,2119,139.36
3,3967,1778,93.53
3,3512,1776,117.81
2,1351,1791,418.25
1,1550,1193,123.06
5,2708,1829,406.15
8,3612,1367,77.69
10,189,1512,221.57
1,1761,1195,340.31
4,4490,1818,315.54
6,4500,353,377.82
6,1132,1971,351.66
2,2580,1790,376.62
3,4036,1776,392.58
9,1537,1663,69.48
1,765,1196,325.65
5,564,1829,86.61
3,2849,1775,218.57
1,266,1196,312.57
3,3205,1774,291.6
6,1856,1677,285.95
6,2179,2379,229.4
9,4827,1286,182.62
7,2483,2584,217.65
6,3464,913,188.82
1,3494,1197,323.31
3,3848,1772,478.71
8,1790,389,97.34
1,2802,1197,174.99
8,4298,395,54.79
4,2462,1818,172.82
2,2084,1789,275.81
2,3332,1788,444.16
4,615,1818,482.93
8,3500,1374,319.33
10,4030,1989,99.66
8,163,1572,220.63
4,1792,1817,232.78
8,805,1656,336.65
7,3353,2307,217.61
7,4707,100,369.81
2,1605,1787,178.97
2,4806,1786,470.02
7,1353,1321,340.89
3,1155,1772,484.73
4,3837,1816,195.86
2,3438,1786,203.09
5,4113,1827,155.54
4,3196,1815,360.39
10,2003,541,284.37
9,2304,2750,318.02
8,1944,2188,60.8
10,293,161,330.94
9,3416,1972,482.63
8,2425,760,202.68
4,4955,1815,307.02
9,1445,862,294.35
3,4078,1772,157.37
5,330,1827,26.6
9,1037,1044,165.54
8,404,409,453.3
5,1887,1827,368.64
2,186,1786,394.78
1,2703,1197,417.08
4,1003,1814,380.62
4,4086,1814,67.87
3,1966,1771,477.03
9,2667,217,159.57
7,2178,2538,63.46
10,2623,2909,434.13
9,3570,2442,175.82
5,1967,1827,303.91
8,4116,1358,307.78
10,762,118,264.95
3,1067,1769,204.64
1,348,1198,466
4,3115,1813,127.33
7,675,2224,389.88
4,4603,1812,142.8
1,1479,1199,361.94
7,3830,504,12.06
7,3547,265,504.23
9,2409,217,248.99
10,944,2968,471.31
3,4848,1769,99.18
3,807,1768,326.72
2,1129,1784,58.24
8,1803,2669,123.2
9,1833,380,436.69
3,2273,1767,104.16
8,1320,1486,357.74
7,4144,1885,440.76
3,1446,1766,186.1
1,1883,1199,53.17
5,4295,1825,33.3
1,2616,1201,258.93
4,3348,1812,470.76
7,2485,1518,485.83
4,3966,1811,380.2
1,3735,1201,153.83
2,1498,1784,498.38
9,2090,907,367.89
5,3125,1825,467.93
6,4462,2268,415.6
9,3234,2441,237.16
2,2830,1783,161.73
7,450,2184,453.98
2,4786,1781,357.22
9,3351,1201,196.62
6,552,1725,235.25
7,641,1625,496.2
5,864,1824,320.81
3,4117,1765,379.09
5,3256,1824,103.23
2,3443,1781,396.32
6,984,1704,282.72
9,369,2394,329.51
2,789,1781,338.18
6,1648,440,95.47
10,2784,1477,141.01
6,4162,2939,286.05
10,1296,122,304.17
4,3608,1811,170.26
5,1426,1824,287.33
4,931,1810,105.8
2,2933,1780,194.02
1,4241,1202,416.8
9,4585,109,293.1
2,2067,1780,87.46
9,2572,976,448.14
10,4177,1643,36.31
4,4296,1810,370.19
1,1741,1204,89.84
5,4541,1824,126.68
9,3587,1339,249.31
7,4174,2314,472.9
7,31,1366,473.8
7,1616,445,29.84
7,3546,2837,405.5
5,1729,1823,147.81
8,3961,603,263.61
5,3655,1822,214.94
7,2981,2843,235.12
7,2472,612,315.41
4,1001,1810,136.02
9,414,2770,421.68
9,2613,2804,79.43
9,262,1042,179.22
9,4319,136,127.8
4,1114,1809,172.11
8,929,1168,311.35
9,1852,1574,440.66
6,4918,2803,375.84
10,2425,2952,124.68
9,3113,2259,435.49
1,3739,1204,43.8
9,4762,1004,99.13
6,4288,1540,299.77
10,3834,348,57.24
6,3212,1203,36.76
7,2112,1413,480.24
10,4615,1643,204.36
7,2434,324,5.2
6,1371,1871,186.65
10,2387,30,151.26
1,1905,1205,245.46
3,4124,1764,341.26
5,1122,1821,419.72
4,513,1809,317.2
6,1714,1526,296.63
5,4008,1821,244.5
3,593,1764,265.17
3,952,1764,59
3,1457,1764,243.33
10,691,2878,136.42
10,501,1860,192.03
2,1123,1779,363.61
6,4099,1086,164.48
5,4435,1820,70.62
10,1440,2309,62.38
9,2343,1654,480.62
5,3769,1820,260.16
2,1157,1777,429.11
7,4281,2954,60.49
6,3120,1050,449.47
9,3703,2549,154.07
9,4214,44,489.8
9,1677,336,202.73
7,4178,2491,72.1
10,2911,134,101.91
3,3166,1764,159.98
7,2889,613,39.24
4,1560,1809,470.72
9,3042,2639,352.75
4,3062,1808,273
2,2523,1777,311.14
3,4756,1763,72.72
4,522,1808,216.52
1,3131,1205,368.04
4,187,1807,273.66
3,3761,1762,292.46
8,325,2443,77.86
1,4810,1205,403.94
9,1745,2798,236.32
6,1228,595,121.26
8,347,2652,107.1
10,4267,1111,242.02
8,4941,567,273.62
4,521,1807,157.28
8,701,2748,407.41
7,2424,927,20.3
4,2686,1806,420.1
2,2365,1777,363.84
4,601,1806,190.02
7,1778,1035,239.33
4,3769,1806,274.7
5,3618,1819,394.15
2,3771,1777,266.82
8,4031,537,13.43
10,1720,2997,449.66
8,1278,2108,296.56
8,3715,1320,487.58
9,3441,1319,244.25
2,3930,1776,307.03
2,4219,1775,330.35
8,3153,382,260.79
1,12,1206,245.05
6,2850,1997,112.01
10,3436,1016,177.93
5,4442,1819,64.02
8,40,165,491.59
1,3698,1207,391.48
1,683,1208,233.51
5,1143,1819,46.84
6,3610,2665,451.27
9,4958,689,440.89
7,2569,2724,81.1
4,3167,1806,235.84
5,1565,1819,457.97
5,1567,1818,282.14
4,768,1805,130.5
4,3509,1804,57.49
4,46,1804,134.5
8,321,1215,67.9
1,116,1208,229.93
5,3434,1817,207.78
9,2602,2187,429.7
9,4384,1981,288.26
10,4856,703,119.75
8,3629,849,30.33
6,719,149,171.83
5,3694,1817,207.01
7,2823,672,441.45
7,2406,2249,405.23
6,1287,1385,252.9
5,2372,1817,270.87
7,4775,2572,417.76
6,3136,992,182.97
7,632,280,458.5
2,1452,1774,339.59
1,464,1210,170.02
5,2644,1816,204.37
5,1047,1816,456.02
1,868,1210,406.21
5,3446,1815,384.94
1,160,1212,307.15
4,684,1804,11.76
8,3259,1720,111.34
9,2037,2097,285.4
9,4326,2057,347.69
6,1965,290,381.98
2,1562,1774,138.78
10,4770,936,36.26
8,4170,2660,316.08
1,3393,1212,142.51
3,289,1761,182.97
10,1426,1111,493.38
4,2189,1803,341.64
3,4335,1759,349.06
8,4371,1358,472.01
1,2949,1213,414.47
10,3153,2567,252.33
3,2478,1759,266.15
9,2475,2447,135.65
6,2144,737,411.14
10,1109,2934,328.75
10,4788,2814,477.58
10,279,1093,486.38
2,2462,1773,247.83
3,428,1758,101.73
10,1055,867,434.59
7,3332,828,117.43
3,4017,1758,490.75
3,796,1757,154.44
5,4940,1815,211.09
9,1888,2974,251.26
6,390,819,427.79
7,3542,784,262.47
2,3880,1772,371.78
1,3644,1213,419.64
9,810,2977,118.84
8,3106,607,268.34
9,161,65,489.83
8,3242,786,464.7
5,822,1814,330.18
10,1571,2609,218.47
6,3407,265,439.19
7,1847,1517,276.52
2,1104,1771,481.37
6,2069,418,184.92
4,93,1800,160.41
5,3684,1813,450.96
8,330,940,489.91
6,1524,1026,10.53
2,2465,1770,327.08
4,3318,1800,24.26
4,889,1800,150.16
10,3287,1566,248.35
4,3430,1799,78.88
8,3493,173,446.04
10,1768,1979,289.34
9,3394,2871,169.64
9,2038,1139,392.51
3,756,1755,350.26
8,4008,2089,443.42
3,4763,1755,42.92
7,2506,176,301.97
10,3542,586,30.77
2,1616,1770,303.79
5,920,1813,211.47
4,4042,1798,497.19
6,3479,536,102.49
2,4435,1770,116.61
1,308,1213,123.67
5,3847,1812,380.6
7,611,889,306.43
8,3058,2765,115.03
8,3296,1732,385.92
9,3200,2346,430.54
9,1586,2432,407.01
10,2506,268,355.17
2,1463,1770,377.27
2,633,1769,292.07
7,4268,2406,419.84
10,4227,425,26.41
3,3145,1755,345.2
6,2510,1318,203.27
9,2091,879,310.02
10,1778,299,355.26
4,4099,1798,190.34
9,544,2804,222.94
3,1731,1755,67.27
4,3556,1797,437.32
10,1869,1205,53.68
3,949,1754,352.22
6,3569,1085,83.23
3,2671,1754,190.66
6,3857,2362,154.9
10,3709,499,338.72
8,1784,392,51.95
10,3064,1064,237.85
1,4648,1213,346.49
6,3233,2139,215.38
10,4497,2166,98.89
3,873,1754,449.84
1,4516,1214,407.85
4,1612,1797,280.85
5,4034,1812,228.52
10,898,2217,431.08
10,3170,7,188.88
8,4324,814,28.4
1,434,1214,273.64
5,4658,1812,229.9
8,1859,1830,491.9
10,2967,2736,347.37
1,4713,1214,7.04
3,2981,1754,95.93
5,695,1810,88.27
8,1420,1261,364.91
4,2375,1796,65.1
4,4504,1796,28.98
5,1374,1810,334.83
2,2332,1769,53.26
5,993,1810,185.51
4,3075,1796,144.05
2,3997,1769,318.99
1,1016,1214,93.73
4,3612,1796,162.73
10,2498,323,171.03
3,426,1753,405.55
2,2320,1768,315.08
1,4140,1214,120.91
5,3176,1809,503.98
10,2236,1592,31.28
6,4328,1251,152.8
4,2396,1795,64.23
1,4620,1215,295.95
5,844,1807,20.49
5,2244,1807,50.11
8,3941,1397,455.77
1,891,1215,214.14
4,2154,1795,455.61
4,1211,1794,163.13
6,353,1524,490.44
2,954,1768,50.26
1,4320,1217,58.06
7,2303,1197,430.23
7,2089,2781,243.85
5,1968,1807,316.18
8,1073,611,90.98
8,2252,2384,340.58
3,234,1753,441.25
9,4239,673,20.49
6,4213,662,499.92
5,1599,1806,226.81
9,1444,2445,481.44
5,3319,1805,199.61
1,2345,1217,348.31
4,4528,1794,69.32
10,3716,1753,361.65
4,2966,1794,442.73
9,2588,2762,309.93
4,201,1792,154.28
7,1883,2723,210.51
2,4966,1768,466.45
10,3765,515,457.99
9,4152,996,145.9
7,1496,1403,438.1
